#,A,+,B,->,C,0.1,D,Al-B-Be-C-Cl-F-H-N-O-P-S-Si,RE (kcal mol-1),CCSD(T) error,ACCSD(T) error,MBPT(2) error,B2PLYP error,B2GPPLYP error,B2IPPLYP error,PWPB95 error,CAM-B3LYP error,wB97X error,CAM-QTP01,M06-2X error,M06 error,TPSSh error,O3LYP error,PW6B95 error,B3LYP error,PBE0 error,TPSS error,OLYP error,BLYP error,BP86 error,PBE error
4429,propene,+,cn,->,propyne,+,h2cn,H6-C4-N1,-6.426,-0.306778545,-0.280474862,-0.806721436,3.724078057,4.857047847,3.77420565,3.78194115,-8.302401827,-6.932864573,9.509416628,-4.51177481,-4.651974219,-4.472038281,-4.576839399,-6.092834452,-6.605463096,-6.228817397,-3.023589904,-2.012155754,-3.513443874,-2.995719758,-2.664862304
4430,propene,+,cn,->,propyne,+,hcnh,H6-C4-N1,1.074,-0.668016898,-0.623043963,2.613524627,4.865231218,6.131511671,5.431337081,4.35282709,-7.542088567,-5.634602052,8.64348294,-4.5880801,-3.72548061,-3.380646692,-6.34130787,-5.7295231,-6.098543396,-5.89235208,-2.534862114,-3.339277762,-4.350245903,-4.370432605,-4.304570562
4431,propene,+,cn,->,allene,+,h2cn,H6-C4-N1,-4.921,-0.106726595,-0.190371767,-4.033853364,4.357642014,4.723846957,3.832264248,5.0251027,-10.57943462,-8.338169569,11.03543325,-5.445102927,-5.146474721,-8.301359981,-8.626070526,-9.053219416,-10.08611125,-9.450466932,-7.393844601,-6.614812803,-8.081602971,-7.636230783,-7.311642525
4432,propene,+,cn,->,allene,+,hcnh,H6-C4-N1,2.579,-0.467964949,-0.532940868,-0.613607301,5.498795176,5.998310781,5.489395679,5.595988639,-9.819121359,-7.039907048,10.16949956,-5.521408218,-4.219981111,-7.209968391,-10.390539,-8.689908064,-9.57919155,-9.114001615,-6.905116811,-7.941934811,-8.918405,-9.01094363,-8.951350783
4433,propene,+,so2,->,ethanol,+,ocs,H6-C3-O2-S1,-24.789,7.717362489,7.956713,6.517005183,3.088967106,3.699502967,2.942043659,3.755764626,-5.698345043,-5.435872534,5.812478209,-10.72486891,-10.16615558,-4.513547521,-5.267617613,-6.405901586,-6.090345353,-7.142819059,-2.913781415,-4.402187306,-3.395446892,-3.342586905,-3.573689751
4434,propene,+,no,->,ethanol,+,cn,H6-C3-N1-O1,21.732,-0.248693787,-0.307905934,-1.867340652,-3.769705064,-4.921955629,-4.14921951,-4.626384391,8.697824834,9.970078172,-9.486580299,3.238716115,0.230958445,7.755926899,7.110081965,7.672669404,7.343133385,8.511832764,7.038073393,6.543160612,5.447249669,6.017118051,6.64240134
4435,propene,+,no,->,ch3nh,+,ketene,H6-C3-N1-O1,6.232,-0.430061821,-0.379466234,-1.912196812,3.423395112,3.086156157,2.884419664,2.812010026,-4.179193808,-2.065755289,3.628099491,-3.720948902,-10.48088534,-4.358933548,-5.605173813,-4.208320417,-5.368206943,-5.10246661,-4.269322272,-4.772166507,-5.367783022,-5.607686938,-5.060466991
4436,propene,+,no,->,ch3nh,+,oxirene,H6-C3-N1-O1,83.622,-1.265091918,-1.44482889,-3.969059176,-0.341488422,-0.842894139,-0.679776118,1.123688559,0.508009155,1.185642975,-0.872789892,-2.556447524,-5.524535858,-3.101683476,-1.915859133,-1.085053208,-0.313041874,-1.51319428,-3.734742536,-1.787919068,-1.379510304,-3.060415642,-2.763758141
4437,propene,+,no,->,ch2nh2,+,ketene,H6-C3-N1-O1,-1.415,-1.127578366,-1.095733616,0.314389122,3.908956634,3.643033937,3.684677995,2.874413305,-4.13719379,-1.349867234,4.174876594,-3.65770519,-8.678999942,-2.162411271,-7.261036957,-3.799069613,-4.696467335,-4.7892915,-2.265391465,-4.736261496,-5.166437696,-6.081894812,-5.814355002
4438,propene,+,no,->,ch2nh2,+,oxirene,H6-C3-N1-O1,75.975,-1.962608463,-2.161096271,-1.742473242,0.1440731,-0.28601636,0.120482213,1.186091839,0.550009173,1.901531029,-0.326012789,-2.493203812,-3.722650463,-0.905161199,-3.571722277,-0.675802404,0.358697735,-1.200019169,-1.730811728,-1.752014056,-1.178164978,-3.534623517,-3.517646152
4439,propene,+,no,->,acetaldehyde,+,h2cn,H6-C3-N1-O1,-7.29,-0.192557047,-0.227189104,-5.038637616,0.597132053,0.01018541,-0.184394869,0.174904224,-2.202922122,-0.182775745,1.883719262,-0.372423497,-5.411650221,-1.505553291,-1.129308986,-1.270729735,-2.765114877,-1.099338858,-1.314925388,-0.930191809,-2.523859861,-1.250945644,-0.552122237
4440,propene,+,no,->,acetaldehyde,+,hcnh,H6-C3-N1-O1,0.21,-0.553795401,-0.569758205,-1.618391553,1.738285214,1.284649234,1.472736562,0.745790163,-1.442608862,1.115486776,1.017785574,-0.448728788,-4.485156611,-0.414161702,-2.893777457,-0.907418383,-2.258195177,-0.762873542,-0.826197599,-2.257313818,-3.36066189,-2.625658491,-2.191830495
4441,propene,+,no,->,oxirane,+,h2cn,H6-C3-N1-O1,19.048,-0.385090115,-0.46129478,-4.186053199,-0.504891959,-0.669957717,-1.002067493,1.819261838,-1.58689984,-1.286466556,2.470710809,-3.843868969,-7.135544546,-4.926937961,-3.436575551,-3.148030126,-1.07766147,-3.264942303,-4.720514134,-1.872474828,0.024960689,-2.12500116,-2.089366853
4442,propene,+,no,->,oxirane,+,hcnh,H6-C3-N1-O1,26.548,-0.746328468,-0.803863881,-0.765807136,0.636261203,0.604506107,0.655063938,2.390147778,-0.826586579,0.011795965,1.604777121,-3.92017426,-6.209050937,-3.835546371,-5.201044022,-2.784718775,-0.570741769,-2.928476986,-4.231786345,-3.199596837,-0.81184134,-3.499714007,-3.729075111
4443,propene,+,so,->,ethanol,+,cs,H6-C3-S1-O1,4.584,1.431929122,1.480677567,-4.941722774,-4.883333049,-4.180798551,-4.12294648,-2.56640999,8.486696521,7.034719121,-8.463218193,0.865207839,1.286705398,9.837950792,8.69156668,6.507930225,8.215824322,9.102403855,10.04991709,8.436217483,8.514172329,9.234785995,9.406119935
4444,propene,+,o2,->,ethanol,+,co,H6-C3-O2,-88.566,0.488144286,0.870101715,-7.292992093,-4.807830832,-2.893511685,-3.696594418,-2.085335192,7.710883334,8.79972435,-5.509455978,0.856271885,1.314361667,15.15363691,13.96357563,8.678345136,10.62964819,13.15482014,16.68628546,18.22226787,14.14729174,16.27790925,17.11517421
4445,propene,+,o2,->,c2h4,+,formic,H6-C3-O2,-83.592,-0.491247035,-0.335520829,-7.904649521,-2.211341214,-1.244461897,-1.515525433,0.03373661,4.627738595,7.444324209,-3.578674691,0.936644174,-0.726647674,9.609263719,5.566128932,4.751451648,5.521392695,7.879689004,9.843093529,9.970276063,6.506282469,7.89878589,8.21919704
4446,propene,+,o2,->,c2h4,+,dioxirane,H6-C3-O2,8.278,-0.350609249,-0.514866267,-10.19594858,-4.096895358,-4.221007796,-3.560232997,0.6479319,6.969608619,8.211883616,-7.586645922,1.667020735,2.839035178,2.705887567,5.947623924,4.305048541,6.191218908,7.662813804,0.940202853,6.583169286,3.860441411,4.120518765,4.325635017
4447,propene,+,o2,->,methanol,+,ketene,H6-C3-O2,-64.561,-0.78134751,-0.527218089,-6.676981129,-0.456983728,0.251423581,0.171177764,1.982609559,3.413017717,6.021351101,-2.97651482,-1.379929153,-5.394156972,7.412805581,3.518622754,2.534785756,3.652384572,5.76184368,7.484962265,7.368500956,4.180284164,5.256165695,5.606875573
4448,propene,+,o2,->,methanol,+,oxirene,H6-C3-O2,12.829,-1.616377607,-1.592580744,-8.733843493,-4.221867262,-3.677626715,-3.393018018,0.294288092,8.10022068,9.272749365,-7.477404202,-0.215427774,-0.437807492,8.670055653,7.207937433,5.658052965,8.707549642,9.35111601,8.019542002,10.3527484,8.168556881,7.803436991,7.903584423
4449,propene,+,o2,->,propyne,+,hooh,H6-C3-O2,7.708,-0.999144041,-1.01763188,-8.884271731,-3.557912497,-3.364766255,-2.875926767,-1.339582839,8.257394014,11.15679885,-8.569475671,2.716172893,3.867231441,12.35298762,10.01578452,8.205093086,7.985249856,11.34391129,11.71393922,12.48539606,6.669123129,8.70651604,9.384513605
4450,propene,+,o2,->,acetaldehyde,+,h2co,H6-C3-O2,-70.12,-0.231951561,0.036990204,-7.893366438,-1.795409922,-1.053265888,-1.180077407,0.581684125,3.935194541,5.623064535,-3.712112059,1.254709581,-3.143292814,7.443375104,6.1893678,4.011582187,4.351775052,7.551813958,7.44035073,8.246694068,4.801644389,7.230950223,7.602966642
4451,propene,+,o2,->,acetaldehyde,+,t-hcoh,H6-C3-O2,-17.939,0.158334255,0.410710128,-11.52122361,-3.257905528,-2.624516449,-2.968425321,-0.388289975,4.330819688,5.843946178,-3.566820417,0.620719764,-3.304701611,9.392720614,8.203594535,5.303264455,5.385204512,8.929724161,9.677399766,10.29411753,6.343937533,8.793174542,9.782404469
4452,propene,+,o2,->,acetaldehyde,+,c-hcoh,H6-C3-O2,-13.109,0.301389208,0.53939569,-11.68650488,-3.271393703,-2.742019541,-3.019517871,-0.401468579,4.793564342,6.416533569,-4.263945437,0.95228154,-3.295256483,9.473854351,8.280226831,5.493199685,5.504847008,9.159598114,9.571587747,9.849302505,6.053343265,8.615347361,9.569972626
4453,propene,+,o2,->,allene,+,hooh,H6-C3-O2,9.213,-0.799092091,-0.927528786,-12.11140366,-2.924348539,-3.497967145,-2.817868168,-0.09642129,5.980361222,9.751493859,-7.04345905,1.782844776,3.372730939,8.523665921,5.96655339,5.244708122,4.504601701,8.122261755,7.343684527,7.882739008,2.100964032,4.066005016,4.737733384
4454,propene,+,o2,->,oxirane,+,h2co,H6-C3-O2,-43.782,-0.424484628,-0.197115472,-7.04078202,-2.897433934,-1.733409015,-1.99775003,2.226041739,4.551216824,4.519373723,-3.125120512,-2.216735891,-4.86718714,4.021990435,3.882101235,2.134281795,6.03922846,5.386210514,4.034761984,7.304411048,7.350464938,6.356894707,6.065722027
4455,propene,+,o2,->,oxirane,+,t-hcoh,H6-C3-O2,8.399,-0.034198812,0.176604451,-10.66863919,-4.359929539,-3.304659576,-3.786097944,1.25606764,4.946841971,4.740255367,-2.979828871,-2.850725707,-5.028595937,5.971335944,5.89632797,3.425964063,7.07265792,6.764120717,6.27181102,9.351834514,8.892758082,7.919119026,8.245159854
4456,propene,+,o2,->,oxirane,+,c-hcoh,H6-C3-O2,13.229,0.10885614,0.305290014,-10.83392046,-4.373417715,-3.422162668,-3.837190494,1.242889035,5.409586625,5.312842758,-3.67695389,-2.519163932,-5.019150808,6.052469682,5.972960265,3.615899294,7.192300416,6.993994669,6.165999,8.907019486,8.602163815,7.741291844,8.03272801
4457,propene,+,f2,->,c2h4,+,ch2f2,H6-C3-F2,-101.143,0.29144794,0.807438668,4.767916593,2.409005464,4.499942724,2.82831768,1.757176039,-3.416176551,-1.545402929,6.439824196,-5.026897531,-7.028304087,2.131957081,-1.240366045,-2.547602557,-0.335018791,-0.721187861,4.777666166,4.154722688,5.757998997,5.644033081,6.187463311
4458,propene,+,s2o,->,ethanol,+,cs2,H6-C3-S2-O1,-21.66,4.9749984,5.311161259,6.666358204,2.46181793,3.493079522,2.670560795,2.392973675,-4.256810813,-3.34532082,4.97155429,-8.811283144,-5.648376612,-1.819293503,-2.591225651,-4.141998713,-3.599916396,-4.076236315,-0.09432882,-0.805112242,-0.439860925,-0.204548512,0.059466919
4459,propene,+,no2,->,ch3nh,+,glyoxal,H6-C3-O2-N1,-20.27,0.941160502,1.280988983,-8.435942423,-2.638477306,-0.963355191,-3.093271552,-1.966688771,-0.545774384,1.504380228,2.484554595,-2.371725807,-0.986608809,6.667995895,10.94462657,2.810829739,2.037320592,4.96267521,10.0794199,13.53239678,8.894961913,12.41978171,14.35206476
4460,propene,+,no2,->,ch2nh2,+,glyoxal,H6-C3-O2-N1,-27.917,0.243643957,0.564721601,-6.20935649,-2.152915784,-0.406477412,-2.293013221,-1.904285492,-0.503774366,2.220268283,3.031331699,-2.308482095,0.815276586,8.864518172,9.288763429,3.220080543,2.709060201,5.275850321,12.08335071,13.56830179,9.096307238,11.94557384,13.59817675
4461,propene,+,no2,->,acetic,+,h2cn,H6-C3-O2-N1,-58.306,0.653145542,0.964101461,-9.093772536,-3.930430946,-2.122688967,-4.395529281,-2.882822649,-0.368011443,1.966473781,3.939952449,-3.192693325,-0.759383312,9.334462298,9.998051824,3.027933233,3.748674363,5.138157772,13.28291519,15.71892434,11.72695585,13.80069705,15.33835683
4462,propene,+,no2,->,acetic,+,hcnh,H6-C3-O2-N1,-50.806,0.291907189,0.62153236,-5.673526474,-2.789277785,-0.848225143,-2.73839785,-2.311936709,0.392301817,3.264736301,3.074018761,-3.268998616,0.167110297,10.42585389,8.233583353,3.391244584,4.255594064,5.474623089,13.77164298,14.39180233,10.89015383,12.42598421,13.69864857
4463,propene,+,cl2o,->,ethanol,+,ccl2,H6-C3-Cl2-O1,-25.563,0.594032328,0.837457888,0.154071577,-1.646336182,-0.545681801,-1.331224581,-1.312150282,2.813684063,-0.283029229,-1.601123602,1.001612348,-5.924768103,3.790373674,0.672988322,1.033080604,3.444963842,0.034066121,5.531930139,1.097695706,6.524116744,3.935512394,3.681328634
4464,propene,+,of,->,ethanol,+,cf,H6-C3-O1-F1,-29.309,1.363379577,1.569006536,6.650627762,-0.329274295,1.684294103,0.552541134,-0.761969629,0.980167495,1.440313785,1.794090528,-2.664431225,-4.811189609,7.541821907,4.466895998,3.003983579,4.400522688,4.479136068,9.78379922,8.066551568,9.163622875,8.89712548,9.983746346
4465,propene,+,c2,->,propyne,+,ch2c,H6-C5,-56.938,-1.207000205,0.323267185,-3.627443846,12.69011881,13.48763972,10.32910481,14.55174639,-34.24820925,-34.70881614,39.83955742,-28.61556591,-24.96225478,-21.34088607,-22.0435877,-26.2765785,-26.84366094,-26.78954407,-17.03545346,-15.27257141,-17.63412293,-16.41161663,-15.64844965
4466,propene,+,c2,->,propyne,+,c2h2,H6-C5,-102.529,-1.936245891,-0.416790004,3.469194752,13.72835283,15.13155708,12.2604537,14.61482971,-32.09118905,-31.79705719,37.99390249,-28.30055299,-21.929023,-19.25651522,-22.03594984,-24.7949616,-24.36546606,-25.41148019,-15.19680486,-13.43435443,-15.50407915,-15.1515834,-15.18085363
4467,propene,+,c2,->,allene,+,ch2c,H6-C5,-55.433,-1.006948255,0.41337028,-6.854575774,13.32368277,13.35443883,10.38716341,15.79490794,-36.52524204,-36.11412113,41.36557404,-29.54889402,-25.45675528,-25.17020777,-26.09281882,-29.23696346,-30.3243091,-30.0111936,-21.40570816,-19.87522846,-22.20228202,-21.05212765,-20.29522987
4468,propene,+,c2,->,allene,+,c2h2,H6-C5,-101.024,-1.736193942,-0.32668691,0.242062825,14.36191679,14.99835619,12.3185123,15.85799126,-34.36822184,-33.20236219,39.51991911,-29.23388111,-22.4235235,-23.08583692,-26.08518097,-27.75534656,-27.84611422,-28.63312972,-19.56705955,-18.03701148,-20.07223825,-19.79209442,-19.82763385
4469,propene,+,f2o,->,ethanol,+,cf2,H6-C3-F2-O1,-114.665,1.249344991,1.889395236,5.898414893,-0.544221735,3.160235256,0.538804279,-0.499374465,0.356080416,-0.066210782,5.031198029,-4.92501876,-9.829122558,11.14002069,4.817502909,1.391377791,6.108237959,3.451759603,16.1125021,12.66511323,16.52292047,14.97280246,15.41908652
4470,propene,+,f2o,->,acetaldehyde,+,ch2f2,H6-C3-F2-O1,-160.174,0.682252907,1.378276234,8.88738314,1.87440924,5.661016617,3.054364741,1.307059973,-1.596175144,-1.110960345,6.225716397,-5.404866033,-9.94501414,7.790092974,1.915653392,-1.080648611,3.135467645,0.828227398,12.7448323,10.0876342,13.69419251,12.79138293,12.88710349
4471,propene,+,f2o,->,oxirane,+,ch2f2,H6-C3-F2-O1,-133.836,0.48971984,1.144170557,9.739967557,0.772385229,4.98087349,2.236692118,2.951417588,-0.980152861,-2.214651156,6.812707943,-8.876311504,-11.66890846,4.368708305,-0.391613173,-2.957949002,4.822921053,-1.337376047,9.339243555,9.145351181,16.24301306,11.91732741,11.34985888
4472,propene,+,foof,->,ethanol,+,f2co,H6-C3-F2-O2,-217.93,1.724154574,3.424794812,16.14849439,-0.603104254,7.86599152,1.925836561,1.251866964,-2.44311245,-3.415875638,13.49380611,-16.27302936,-13.26029433,18.41597883,7.737550632,-1.224090289,9.010540394,0.850929947,30.10311521,26.6000364,33.45505654,29.5138265,29.40791442
4473,propene,+,foof,->,ch2f2,+,acetic,H6-C3-F2-O2,-227.738,1.297391525,3.030491441,15.22614765,-0.199702269,8.1197269,2.166781706,1.153127235,-3.020002862,-3.191085418,13.97413796,-16.11106143,-10.54431697,17.913258,8.427341679,-1.175823043,8.377878337,1.420576179,29.4489983,27.33925118,32.66052755,29.66122449,29.86473586
4474,propene,+,o3,->,ethanol,+,co2,H6-C3-O3,-192.376,2.247460508,3.940623017,2.255889668,1.414010999,6.110975669,1.589739335,3.530177348,-9.223930887,-8.832830398,16.10360564,-18.61766221,-18.1336553,6.097008605,0.720444854,-7.725741945,-2.035560718,-4.999041379,13.86428115,12.6434061,14.07343454,13.96177745,14.38838786
4475,propene,+,o3,->,methanol,+,glyoxal,H6-C3-O3,-139.596,2.102833023,3.696937591,-2.42015017,0.048668091,4.013564629,-0.338465637,2.340851562,-8.590021532,-6.667436002,14.61627265,-16.85250799,-11.3408518,6.96965714,4.390907077,-5.878481515,-2.015870117,-1.916029213,14.26017019,14.44084369,13.0629912,15.45799889,16.69898771
4476,propene,+,o3,->,acetaldehyde,+,formic,H6-C3-O3,-170.757,2.185095092,3.858315916,-0.872133174,1.057409708,5.240320531,0.79457833,3.295701726,-10.56490176,-8.961297916,17.45500335,-18.56893333,-14.09150352,5.651939035,0.074238857,-8.019424886,-3.335389929,-4.991120433,13.06635386,11.5363096,11.96162781,12.82804509,13.42818271
4477,propene,+,o3,->,acetaldehyde,+,dioxirane,H6-C3-O3,-78.887,2.325732878,3.678970478,-3.163432229,-0.828144435,2.263774632,-1.250129234,3.909897016,-8.223031738,-8.193738509,13.44703212,-17.83855677,-10.52582067,-1.251437118,0.45573385,-8.465827994,-2.665563716,-5.207995633,4.163463182,8.149202819,9.315786749,9.049777961,9.534620682
4478,propene,+,o3,->,oxirane,+,formic,H6-C3-O3,-144.419,1.992562024,3.624210239,-0.019548756,-0.044614304,4.560177404,-0.023094293,4.94005934,-9.94887948,-10.06498873,18.0419949,-22.0403788,-15.81539784,2.230554366,-2.233027709,-9.896725278,-1.647936521,-7.156723877,9.660765111,10.59402658,14.51044836,11.95398957,11.89093809
4479,propene,+,o3,->,oxirane,+,dioxirane,H6-C3-O3,-52.549,2.133199811,3.444864802,-2.310847812,-1.930168447,1.583631505,-2.067801857,5.554254631,-7.607009455,-9.29742932,14.03402367,-21.31000224,-12.24971499,-4.672821787,-1.851532716,-10.34312839,-0.978110308,-7.373599078,0.757874436,7.2069198,11.8646073,8.175722444,7.997376067
4480,propene,+,o3,->,acetic,+,h2co,H6-C3-O3,-169.669,2.126709239,3.791981231,-1.167924788,0.244551315,4.62551213,0.076835995,2.660898052,-9.866353453,-8.48660856,17.08045349,-18.38736218,-13.93199726,6.813312809,1.639212547,-7.122172273,-2.208217933,-3.953704124,14.46465706,13.66358967,13.67242221,14.45695746,15.17302609
4481,propene,+,o3,->,acetic,+,t-hcoh,H6-C3-O3,-117.488,2.516995055,4.165701155,-4.795781957,-1.21794429,3.05426157,-1.711511919,1.690923953,-9.470728306,-8.265726916,17.22574513,-19.021352,-14.09340606,8.762658319,3.653439282,-5.830490005,-1.174788472,-2.575793921,16.7017061,15.71101313,15.21471535,16.01918178,17.35246391
4482,propene,+,o3,->,acetic,+,c-hcoh,H6-C3-O3,-112.658,2.660050008,4.294386718,-4.961063226,-1.231432466,2.936758478,-1.762604468,1.677745348,-9.007983651,-7.693139525,16.52862011,-18.68979022,-14.08396093,8.843792056,3.730071577,-5.640554774,-1.055145976,-2.345919969,16.59589408,15.2661981,14.92412108,15.8413546,17.14003207
4483,nh3,+,ch2ch,->,c2h4,+,nh2,H6-N1-C2,-2.587,0.620150353,0.635113865,-0.767098898,0.309303755,0.690942223,0.309738704,0.452364482,-0.67420707,-0.576381052,0.307377412,0.779195773,0.710742934,-1.867823211,2.198255234,-0.495926974,-0.943461808,-0.050938683,-1.516277137,1.299896262,0.121863682,1.312538997,1.668649005
4484,nh3,+,oh,->,nh2,+,h2o,H4-N1-O1,-10.339,-0.338760581,-0.353806164,1.351511556,-0.49806079,-0.598793646,-0.310651109,-1.144952423,1.836223854,2.414344035,-1.97206461,2.142219275,0.941106321,1.933529459,0.430438579,2.252238672,1.780970786,1.967242851,1.419087065,0.404641846,0.745878397,0.329839246,0.496521382
4485,nh3,+,propyne,->,ch3nh,+,ch2ch,H7-N1-C3,82.913,1.248316931,1.273167942,-9.076283607,1.244781457,0.087575076,-0.541142253,0.732507263,-7.385079917,-6.391188435,6.480592008,-1.730239865,-4.44719257,-13.44900215,-3.44456292,-4.885371873,-8.225840878,-9.111967694,-13.01407365,-6.822934859,-7.36896646,-7.789488685,-6.552567695
4486,nh3,+,propyne,->,c2h4,+,ch2nh,H7-N1-C3,0.087,0.815632283,0.705433221,-4.06316452,-0.45256084,-1.148091924,-1.052793625,0.318681571,-2.029780189,-1.495393575,1.052109362,0.427085703,0.83372283,-5.109381745,-1.218858993,-1.991099411,-3.03272979,-1.418111534,-5.821314019,-3.177195366,-4.000526515,-2.667059318,-2.297895022
4487,nh3,+,propyne,->,ch2nh2,+,ch2ch,H7-N1-C3,75.266,0.550800387,0.55690056,-6.849697674,1.730342979,0.644452856,0.259116078,0.794910542,-7.343079899,-5.67530038,7.027369111,-1.666996153,-2.645307174,-11.25247987,-5.100426065,-4.476121069,-7.55410127,-8.798792584,-11.01014285,-6.787029848,-7.167621135,-8.26369656,-7.306455707
4488,nh3,+,acetaldehyde,->,ethanol,+,nh,H7-N1-C2-O1,81.545,1.911413896,1.963314862,-3.817588871,-1.119119032,-0.128304781,-1.610869797,-1.033783993,-1.361866306,-1.266309674,2.051601741,-2.022658657,-0.608747051,-6.150100092,4.616896982,-0.156180529,-0.557750209,-2.678730213,-3.981180865,3.957456688,4.378014509,3.231548747,4.736895864
4489,nh3,+,acetaldehyde,->,methanol,+,ch2nh,H7-N1-C2-O1,22.94,0.283799422,0.166279041,-1.48093067,-0.803955893,-0.975690911,-0.968546926,-0.327713718,0.57028136,1.590445531,-1.008293755,-0.689497102,1.314594336,-0.90960663,1.830588445,0.437658411,0.183911195,1.396815908,-1.140598093,1.485700843,0.067179786,0.897145997,1.529515312
4490,nh3,+,allene,->,ch3nh,+,ch2ch,H7-N1-C3,81.408,1.048264982,1.183064848,-5.849151679,0.611217499,0.220775966,-0.599200852,-0.510654287,-5.108047125,-4.985883439,4.954575387,-0.796911748,-3.952692068,-9.619680447,0.604668207,-1.924986909,-4.745192724,-5.890318159,-8.643818957,-2.220277809,-2.800807364,-3.14897766,-1.905787474
4491,nh3,+,allene,->,c2h4,+,ch2nh,H7-N1-C3,-1.418,0.615580334,0.615330127,-0.836032592,-1.086124798,-1.014891034,-1.110852224,-0.924479979,0.247252603,-0.090088579,-0.473907259,1.36041382,1.328223332,-1.280060045,2.830372135,0.969285553,0.447918365,1.803538,-1.451059322,1.425461683,0.567632581,1.973451707,2.348885199
4492,nh3,+,allene,->,ch2nh2,+,ch2ch,H7-N1-C3,73.761,0.350748438,0.466797466,-3.622565746,1.096779022,0.777653746,0.201057479,-0.448251007,-5.066047107,-4.269995385,5.50135249,-0.733668036,-2.150806673,-7.423158169,-1.051194937,-1.515736105,-4.073453115,-5.577143049,-6.639888149,-2.184372798,-2.599462038,-3.623185535,-2.659675486
4493,nh3,+,oxirane,->,ethanol,+,nh,H7-N1-C2-O1,55.207,2.103946964,2.197420538,-4.670173288,-0.01709502,0.551838346,-0.793197173,-2.678141608,-1.977888589,-0.162618862,1.464610194,1.448786814,1.115147274,-2.728715423,6.924163548,1.721119862,-2.245203617,-0.513126768,-0.575592119,4.899739707,1.829193959,4.105604264,6.27414048
4494,nh3,+,oxirane,->,methanol,+,ch2nh,H7-N1-C2-O1,-3.398,0.476332489,0.400384717,-2.333515087,0.298068118,-0.295547784,-0.150874302,-1.972071332,-0.045740923,2.694136342,-1.595285301,2.78194837,3.038488661,2.511778039,4.137855011,2.314958803,-1.503542213,3.562419353,2.264990653,2.427983862,-2.481640764,1.771201514,3.066759927
4495,nh3,+,ch2c,->,c2h4,+,nh,H5-N1-C2,10.761,1.575229542,1.631645086,1.05782261,1.389795958,2.321370041,1.228123156,0.910951041,-3.038315751,-2.587588776,2.998837407,-1.772293721,-0.106201099,-10.6175646,-0.732655671,-2.980479292,-3.171957911,-6.226965789,-9.291916766,-1.728031078,0.364625252,-1.479904139,-0.928598332
4496,nh3,+,ch2c,->,nh2,+,ch2ch,H5-N1-C2,29.28,0.582731162,0.604019852,-0.270606939,2.24839177,2.148005107,1.617716951,0.499752536,-4.087937601,-2.497235422,3.614812263,-0.875589313,-1.182121011,-9.812766906,-2.557790943,-2.458554077,-4.59466442,-7.66124741,-9.117542877,-3.763851608,-3.125329946,-5.190411378,-4.882064917
4497,nh3,+,ch2nh,->,ch3nh,+,nh2,H6-N2-C1,80.239,1.052835002,1.202848586,-5.780217985,2.006646052,1.926609223,0.821390076,0.866190174,-6.029506799,-5.472175912,5.735860058,-1.378129795,-4.570172465,-10.20744361,-0.027448694,-3.390199435,-6.136572897,-7.744794842,-8.709036772,-2.345843231,-3.246576263,-3.80989037,-2.586023668
4498,nh3,+,ch2nh,->,nh2,+,ch2nh2,H6-N2-C1,72.592,0.355318457,0.486581204,-3.553632052,2.492207575,2.483487003,1.621648407,0.928593453,-5.98750678,-4.756287857,6.282637161,-1.314886083,-2.76828707,-8.010921335,-1.683311839,-2.980948631,-5.464833288,-7.431619732,-6.705105964,-2.309938219,-3.045230937,-4.284098244,-3.339911679
4499,nh3,+,acetic,->,ethanol,+,hno,H7-N1-C2-O2,84.904,0.758217743,0.568367296,-3.86675974,-2.265010799,-3.282458259,-2.629937159,-0.91393752,1.667523694,0.354862367,-3.595821468,1.898750235,3.12415014,-3.440904736,3.307886313,1.052000305,0.194657868,1.747179314,-4.79069055,-1.370009932,-2.393263619,-0.936025729,-0.666013735
4500,nh3,+,c2h2,->,c2h4,+,nh,H5-N1-C2,56.352,2.304475229,2.371702276,-6.038815988,0.351561934,0.677452684,-0.703225734,0.847867721,-5.195335955,-5.49934772,4.844492334,-2.087306637,-3.139432876,-12.70193546,-0.740293525,-4.462096194,-5.650152794,-7.60502967,-11.13056537,-3.566248058,-1.765418521,-2.739937369,-1.396194354
4501,nh3,+,c2h2,->,nh2,+,ch2ch,H5-N1-C2,74.871,1.311976848,1.344077041,-7.367245538,1.210157746,0.50408775,-0.313631939,0.436669216,-6.244957805,-5.408994366,5.46046719,-1.190602229,-4.215352788,-11.89713776,-2.565428797,-3.940170978,-7.072859303,-9.039311291,-10.95619149,-5.602068587,-5.255373719,-6.450444608,-5.349660939
4502,nh3,+,h2co,->,ch3nh,+,oh,H5-N1-O1-C1,90.839,1.076614858,1.127239657,-7.786013842,1.059413922,1.27937552,-0.1870971,0.644779197,-4.808970332,-4.54947308,4.887307732,-1.953886467,-1.586435229,-8.120559062,2.175177488,-2.905700009,-4.835814553,-7.199280675,-5.802595708,0.809216205,-0.447946408,-1.142837601,-0.10719886
4503,nh3,+,h2co,->,methanol,+,nh,H5-N1-O1-C1,76.079,1.639625993,1.715349501,-3.99902985,-0.414618485,0.434643552,-1.031812295,-0.425834182,-2.208805082,-1.968072082,2.778015095,-2.384570659,-1.236658635,-7.050115496,3.051424305,-1.120428398,-1.609767329,-3.861106871,-4.951585741,2.243987179,3.154552296,1.837250367,3.302799963
